url,download,name
https://www.kaggle.com/datasets/liamhealy/uk-savings-interest-rates,kaggle datasets download liamhealy/uk-savings-interest-rates --unzip --force --path ./datasets/liamhealy/uk-savings-interest-rates,liamhealy/uk-savings-interest-rates
https://www.kaggle.com/datasets/fekihmea/the-effect-of-economic-news-on-gold-prices,kaggle datasets download fekihmea/the-effect-of-economic-news-on-gold-prices --unzip --force --path ./datasets/fekihmea/the-effect-of-economic-news-on-gold-prices,fekihmea/the-effect-of-economic-news-on-gold-prices
https://www.kaggle.com/datasets/ddosad/dummy-truck-sales-for-time-series,kaggle datasets download ddosad/dummy-truck-sales-for-time-series --unzip --force --path ./datasets/ddosad/dummy-truck-sales-for-time-series,ddosad/dummy-truck-sales-for-time-series
https://www.kaggle.com/datasets/thedevastator/online-retail-transaction-data,kaggle datasets download thedevastator/online-retail-transaction-data --unzip --force --path ./datasets/thedevastator/online-retail-transaction-data,thedevastator/online-retail-transaction-data
https://www.kaggle.com/datasets/thedevastator/global-video-game-sales-and-ratings,kaggle datasets download thedevastator/global-video-game-sales-and-ratings --unzip --force --path ./datasets/thedevastator/global-video-game-sales-and-ratings,thedevastator/global-video-game-sales-and-ratings
https://www.kaggle.com/datasets/thedevastator/music-sales-by-format-and-year,kaggle datasets download thedevastator/music-sales-by-format-and-year --unzip --force --path ./datasets/thedevastator/music-sales-by-format-and-year,thedevastator/music-sales-by-format-and-year
https://www.kaggle.com/datasets/lsind18/euro-exchange-daily-rates-19992020,kaggle datasets download lsind18/euro-exchange-daily-rates-19992020 --unzip --force --path ./datasets/lsind18/euro-exchange-daily-rates-19992020,lsind18/euro-exchange-daily-rates-19992020
https://www.kaggle.com/datasets/benoitfavier/immobilier-france,kaggle datasets download benoitfavier/immobilier-france --unzip --force --path ./datasets/benoitfavier/immobilier-france,benoitfavier/immobilier-france
https://www.kaggle.com/datasets/macrosynergy/fixed-income-returns-and-macro-trends,kaggle datasets download macrosynergy/fixed-income-returns-and-macro-trends --unzip --force --path ./datasets/macrosynergy/fixed-income-returns-and-macro-trends,macrosynergy/fixed-income-returns-and-macro-trends
https://www.kaggle.com/datasets/willianoliveiragibin/stock-tesla,kaggle datasets download willianoliveiragibin/stock-tesla --unzip --force --path ./datasets/willianoliveiragibin/stock-tesla,willianoliveiragibin/stock-tesla
https://www.kaggle.com/datasets/bhavyarajdev/indian-railways-schedule-prices-availability-data,kaggle datasets download bhavyarajdev/indian-railways-schedule-prices-availability-data --unzip --force --path ./datasets/bhavyarajdev/indian-railways-schedule-prices-availability-data,bhavyarajdev/indian-railways-schedule-prices-availability-data
https://www.kaggle.com/datasets/antoniobrych/brazilian-stocks-dataset-5-years-of-1-minute-data,kaggle datasets download antoniobrych/brazilian-stocks-dataset-5-years-of-1-minute-data --unzip --force --path ./datasets/antoniobrych/brazilian-stocks-dataset-5-years-of-1-minute-data,antoniobrych/brazilian-stocks-dataset-5-years-of-1-minute-data
https://www.kaggle.com/datasets/shubham2703/smartphone-retail-outlet-sales-data,kaggle datasets download shubham2703/smartphone-retail-outlet-sales-data --unzip --force --path ./datasets/shubham2703/smartphone-retail-outlet-sales-data,shubham2703/smartphone-retail-outlet-sales-data
https://www.kaggle.com/datasets/thedevastator/us-postal-service-historical-data,kaggle datasets download thedevastator/us-postal-service-historical-data --unzip --force --path ./datasets/thedevastator/us-postal-service-historical-data,thedevastator/us-postal-service-historical-data
https://www.kaggle.com/datasets/thedevastator/us-christmas-tree-sales,kaggle datasets download thedevastator/us-christmas-tree-sales --unzip --force --path ./datasets/thedevastator/us-christmas-tree-sales,thedevastator/us-christmas-tree-sales
https://www.kaggle.com/datasets/thedevastator/music-sales-data,kaggle datasets download thedevastator/music-sales-data --unzip --force --path ./datasets/thedevastator/music-sales-data,thedevastator/music-sales-data
https://www.kaggle.com/datasets/henryshan/netflix-stock-price,kaggle datasets download henryshan/netflix-stock-price --unzip --force --path ./datasets/henryshan/netflix-stock-price,henryshan/netflix-stock-price
https://www.kaggle.com/datasets/redpen12/mtn-gh-stock-price-dataset,kaggle datasets download redpen12/mtn-gh-stock-price-dataset --unzip --force --path ./datasets/redpen12/mtn-gh-stock-price-dataset,redpen12/mtn-gh-stock-price-dataset
https://www.kaggle.com/datasets/thedevastator/summer-products-sales-performance,kaggle datasets download thedevastator/summer-products-sales-performance --unzip --force --path ./datasets/thedevastator/summer-products-sales-performance,thedevastator/summer-products-sales-performance
https://www.kaggle.com/datasets/ahmedabbas757/coffee-sales,kaggle datasets download ahmedabbas757/coffee-sales --unzip --force --path ./datasets/ahmedabbas757/coffee-sales,ahmedabbas757/coffee-sales
https://www.kaggle.com/datasets/mariamrasaq/financial-sample-dataset,kaggle datasets download mariamrasaq/financial-sample-dataset --unzip --force --path ./datasets/mariamrasaq/financial-sample-dataset,mariamrasaq/financial-sample-dataset
https://www.kaggle.com/datasets/kanchana1990/futurocoin-saga-a-200-year-cryptocurrency-odyssey,kaggle datasets download kanchana1990/futurocoin-saga-a-200-year-cryptocurrency-odyssey --unzip --force --path ./datasets/kanchana1990/futurocoin-saga-a-200-year-cryptocurrency-odyssey,kanchana1990/futurocoin-saga-a-200-year-cryptocurrency-odyssey
https://www.kaggle.com/datasets/prajwaldongre/microsoft-stock-price2000-2023,kaggle datasets download prajwaldongre/microsoft-stock-price2000-2023 --unzip --force --path ./datasets/prajwaldongre/microsoft-stock-price2000-2023,prajwaldongre/microsoft-stock-price2000-2023
https://www.kaggle.com/datasets/yassineyahyaouii/tesla-stock-price-and-financial-metrics-dataset,kaggle datasets download yassineyahyaouii/tesla-stock-price-and-financial-metrics-dataset --unzip --force --path ./datasets/yassineyahyaouii/tesla-stock-price-and-financial-metrics-dataset,yassineyahyaouii/tesla-stock-price-and-financial-metrics-dataset
https://www.kaggle.com/datasets/bestagi/indonesia-stock-marketidx-price-data,kaggle datasets download bestagi/indonesia-stock-marketidx-price-data --unzip --force --path ./datasets/bestagi/indonesia-stock-marketidx-price-data,bestagi/indonesia-stock-marketidx-price-data
