url,download,name
https://www.kaggle.com/datasets/jessemostipak/hotel-booking-demand,kaggle datasets download jessemostipak/hotel-booking-demand --unzip --force --path ./datasets/jessemostipak/hotel-booking-demand,jessemostipak/hotel-booking-demand
https://www.kaggle.com/datasets/ahsan81/hotel-reservations-classification-dataset,kaggle datasets download ahsan81/hotel-reservations-classification-dataset --unzip --force --path ./datasets/ahsan81/hotel-reservations-classification-dataset,ahsan81/hotel-reservations-classification-dataset
